_id,Перший рівень,Другий рівень,Третій рівень,Четвертий рівень,Додатковий рівень,Категорія об’єкта,Назва об’єкта
18163,UA51000000000030770,UA51060000000057808,UA51060050000061243,UA51060050210047604,"",C,Нове Тарутине
18164,UA51000000000030770,UA51060000000057808,UA51060050000061243,UA51060050220082100,"",C,Новоселівка
18165,UA51000000000030770,UA51060000000057808,UA51060050000061243,UA51060050230039207,"",C,Новосілка
18166,UA51000000000030770,UA51060000000057808,UA51060050000061243,UA51060050240025176,"",C,Новоукраїнка
18167,UA51000000000030770,UA51060000000057808,UA51060050000061243,UA51060050250037067,"",C,Олексіївка
18168,UA51000000000030770,UA51060000000057808,UA51060050000061243,UA51060050260085571,"",C,Перемога
18169,UA51000000000030770,UA51060000000057808,UA51060050000061243,UA51060050270025628,"",C,Петрівка
18170,UA51000000000030770,UA51060000000057808,UA51060050000061243,UA51060050280080425,"",C,Підгірне
18171,UA51000000000030770,UA51060000000057808,UA51060050000061243,UA51060050290096341,"",C,Плачинда
18172,UA51000000000030770,UA51060000000057808,UA51060050000061243,UA51060050300095545,"",C,Рівне
18173,UA51000000000030770,UA51060000000057808,UA51060050000061243,UA51060050310033786,"",C,Роза
18174,UA51000000000030770,UA51060000000057808,UA51060050000061243,UA51060050320055087,"",C,Скриванівка
18175,UA51000000000030770,UA51060000000057808,UA51060050000061243,UA51060050330083624,"",C,Червоне
18176,UA51000000000030770,UA51060000000057808,UA51060050000061243,UA51060050340053969,"",C,Юр’ївка
18177,UA51000000000030770,UA51060000000057808,UA51060070000052726,"","",H,Василівська
18178,UA51000000000030770,UA51060000000057808,UA51060070000052726,UA51060070010082409,"",C,Василівка
19386,UA53000000000028050,UA53040000000081308,UA53040030000088898,"","",H,Лубенська
18179,UA51000000000030770,UA51060000000057808,UA51060070000052726,UA51060070020018589,"",C,Баннівка
18180,UA51000000000030770,UA51060000000057808,UA51060070000052726,UA51060070030078578,"",C,Голиця
18181,UA51000000000030770,UA51060000000057808,UA51060070000052726,UA51060070040048888,"",C,Калчева
18182,UA51000000000030770,UA51060000000057808,UA51060070000052726,UA51060070050065222,"",C,Каракурт
18183,UA51000000000030770,UA51060000000057808,UA51060070000052726,UA51060070060041080,"",C,Новий Каракурт
18184,UA51000000000030770,UA51060000000057808,UA51060090000014997,"","",H,Городненська
18185,UA51000000000030770,UA51060000000057808,UA51060090000014997,UA51060090010098049,"",C,Городнє
18186,UA51000000000030770,UA51060000000057808,UA51060090000014997,UA51060090020047311,"",C,Дмитрівка
18187,UA51000000000030770,UA51060000000057808,UA51060090000014997,UA51060090030086030,"",C,Нові Трояни
18188,UA51000000000030770,UA51060000000057808,UA51060090000014997,UA51060090040099377,"",C,Олександрівка
18189,UA51000000000030770,UA51060000000057808,UA51060110000077844,"","",H,Криничненська
18190,UA51000000000030770,UA51060000000057808,UA51060110000077844,UA51060110010028313,"",C,Криничне
18191,UA51000000000030770,UA51060000000057808,UA51060110000077844,UA51060110020099615,"",C,Коса
18192,UA51000000000030770,UA51060000000057808,UA51060110000077844,UA51060110030078449,"",C,Новоозерне
18194,UA51000000000030770,UA51060000000057808,UA51060130000042133,UA51060130010030168,"",C,Кубей
18195,UA51000000000030770,UA51060000000057808,UA51060130000042133,UA51060130020096095,"",C,Виноградне
18196,UA51000000000030770,UA51060000000057808,UA51060130000042133,UA51060130030070920,"",C,Оріхівка
18197,UA51000000000030770,UA51060000000057808,UA51060150000016544,"","",H,Павлівська
18198,UA51000000000030770,UA51060000000057808,UA51060150000016544,UA51060150010018466,"",C,Павлівка
18199,UA51000000000030770,UA51060000000057808,UA51060150000016544,UA51060150020042937,"",C,Василівка
18200,UA51000000000030770,UA51060000000057808,UA51060150000016544,UA51060150030057274,"",C,Вишняки
18201,UA51000000000030770,UA51060000000057808,UA51060150000016544,UA51060150040012748,"",C,Вознесенка Перша
18202,UA51000000000030770,UA51060000000057808,UA51060150000016544,UA51060150050010818,"",C,Долинівка
18203,UA51000000000030770,UA51060000000057808,UA51060150000016544,UA51060150060076152,"",C,Зелена Балка
18204,UA51000000000030770,UA51060000000057808,UA51060150000016544,UA51060150070061601,"",C,Нові Каплани
18205,UA51000000000030770,UA51060000000057808,UA51060150000016544,UA51060150080069188,"",C,Новомирне
18206,UA51000000000030770,UA51060000000057808,UA51060170000068967,"","",H,Тарутинська
18207,UA51000000000030770,UA51060000000057808,UA51060170000068967,UA51060170010058387,"",T,Тарутине
18208,UA51000000000030770,UA51060000000057808,UA51060170000068967,UA51060170020075321,"",T,Березине
18209,UA51000000000030770,UA51060000000057808,UA51060170000068967,UA51060170030028026,"",T,Серпневе
18210,UA51000000000030770,UA51060000000057808,UA51060170000068967,UA51060170040060489,"",C,Виноградівка
18211,UA51000000000030770,UA51060000000057808,UA51060170000068967,UA51060170050070258,"",C,Вільне
18212,UA51000000000030770,UA51060000000057808,UA51060170000068967,UA51060170060032051,"",C,Калачівка
18213,UA51000000000030770,UA51060000000057808,UA51060170000068967,UA51060170070020990,"",C,Красне
18214,UA51000000000030770,UA51060000000057808,UA51060170000068967,UA51060170080051368,"",C,Лужанка
18215,UA51000000000030770,UA51060000000057808,UA51060170000068967,UA51060170090026954,"",C,Малоярославець Другий
18216,UA51000000000030770,UA51060000000057808,UA51060170000068967,UA51060170100057180,"",C,Малоярославець Перший
18217,UA51000000000030770,UA51060000000057808,UA51060170000068967,UA51060170110073936,"",C,Петрівськ
18218,UA51000000000030770,UA51060000000057808,UA51060170000068967,UA51060170120021493,"",C,Підгірне
18219,UA51000000000030770,UA51060000000057808,UA51060170000068967,UA51060170130024113,"",C,Рівне
18220,UA51000000000030770,UA51060000000057808,UA51060170000068967,UA51060170140094558,"",C,Слобідка
18443,UA51000000000030770,UA51100000000095786,UA51100350000087099,"","",H,Фонтанська
18221,UA51000000000030770,UA51060000000057808,UA51060170000068967,UA51060170150037275,"",C,Сухувате
18222,UA51000000000030770,UA51060000000057808,UA51060170000068967,UA51060170160019449,"",C,Ярове
18223,UA51000000000030770,UA51060000000057808,UA51060190000067242,"","",H,Теплицька
18224,UA51000000000030770,UA51060000000057808,UA51060190000067242,UA51060190010010897,"",C,Теплиця
18225,UA51000000000030770,UA51060000000057808,UA51060190000067242,UA51060190020067816,"",C,Веселий Кут
18226,UA51000000000030770,UA51060000000057808,UA51060190000067242,UA51060190030088083,"",C,Мирнопілля
18227,UA51000000000030770,UA51060000000057808,UA51060190000067242,UA51060190040061775,"",C,Роща
18228,UA51000000000030770,UA51060000000057808,UA51060190000067242,UA51060190050011966,"",C,Садове
18229,UA51000000000030770,UA51080000000061776,"","","",P,Ізмаїльський
18230,UA51000000000030770,UA51080000000061776,UA51080010000087690,"","",H,Вилківська
18231,UA51000000000030770,UA51080000000061776,UA51080010000087690,UA51080010010086017,"",M,Вилкове
18232,UA51000000000030770,UA51080000000061776,UA51080010000087690,UA51080010020039193,"",C,Десантне
18233,UA51000000000030770,UA51080000000061776,UA51080010000087690,UA51080010030083935,"",C,Мирне
18234,UA51000000000030770,UA51080000000061776,UA51080010000087690,UA51080010040088315,"",C,Новомиколаївка
18235,UA51000000000030770,UA51080000000061776,UA51080010000087690,UA51080010050024399,"",C,Приморське
18236,UA51000000000030770,UA51080000000061776,UA51080010000087690,UA51080010060076099,"",X,Біле
18237,UA51000000000030770,UA51080000000061776,UA51080030000048246,"","",H,Ізмаїльська
18238,UA51000000000030770,UA51080000000061776,UA51080030000048246,UA51080030010072039,"",M,Ізмаїл
18239,UA51000000000030770,UA51080000000061776,UA51080050000022808,"","",H,Кілійська
18240,UA51000000000030770,UA51080000000061776,UA51080050000022808,UA51080050010036449,"",M,Кілія
18241,UA51000000000030770,UA51080000000061776,UA51080050000022808,UA51080050020038034,"",C,Василівка
18242,UA51000000000030770,UA51080000000061776,UA51080050000022808,UA51080050030097390,"",C,Дмитрівка
18243,UA51000000000030770,UA51080000000061776,UA51080050000022808,UA51080050040029018,"",C,Ліски
18244,UA51000000000030770,UA51080000000061776,UA51080050000022808,UA51080050050028466,"",C,Миколаївка
18245,UA51000000000030770,UA51080000000061776,UA51080050000022808,UA51080050060060338,"",C,Новоселівка
18246,UA51000000000030770,UA51080000000061776,UA51080050000022808,UA51080050070088451,"",C,Помазани
18247,UA51000000000030770,UA51080000000061776,UA51080050000022808,UA51080050080012654,"",C,Трудове
18248,UA51000000000030770,UA51080000000061776,UA51080050000022808,UA51080050090036923,"",C,Фурманівка
18249,UA51000000000030770,UA51080000000061776,UA51080050000022808,UA51080050100034664,"",C,Червоний Яр
18250,UA51000000000030770,UA51080000000061776,UA51080050000022808,UA51080050110076291,"",C,Шевченкове
18251,UA51000000000030770,UA51080000000061776,UA51080070000040493,"","",H,Ренійська
18252,UA51000000000030770,UA51080000000061776,UA51080070000040493,UA51080070010065897,"",M,Рені
18253,UA51000000000030770,UA51080000000061776,UA51080070000040493,UA51080070020029115,"",C,Долинське
18254,UA51000000000030770,UA51080000000061776,UA51080070000040493,UA51080070030036279,"",C,Котловина
18255,UA51000000000030770,UA51080000000061776,UA51080070000040493,UA51080070040049319,"",C,Лиманське
18256,UA51000000000030770,UA51080000000061776,UA51080070000040493,UA51080070050016624,"",C,Нагірне
18257,UA51000000000030770,UA51080000000061776,UA51080070000040493,UA51080070060054274,"",C,Новосільське
18258,UA51000000000030770,UA51080000000061776,UA51080070000040493,UA51080070070079164,"",C,Орлівка
18259,UA51000000000030770,UA51080000000061776,UA51080070000040493,UA51080070080080669,"",C,Плавні
18260,UA51000000000030770,UA51080000000061776,UA51080090000065506,"","",H,Саф’янівська
18261,UA51000000000030770,UA51080000000061776,UA51080090000065506,UA51080090010094143,"",C,Саф’яни
18262,UA51000000000030770,UA51080000000061776,UA51080090000065506,UA51080090020052903,"",C,Багате
18263,UA51000000000030770,UA51080000000061776,UA51080090000065506,UA51080090030049381,"",C,Броска
18264,UA51000000000030770,UA51080000000061776,UA51080090000065506,UA51080090040079965,"",C,Дунайське
18265,UA51000000000030770,UA51080000000061776,UA51080090000065506,UA51080090050071179,"",C,Каланчак
18266,UA51000000000030770,UA51080000000061776,UA51080090000065506,UA51080090060023552,"",C,Кам’янка
18267,UA51000000000030770,UA51080000000061776,UA51080090000065506,UA51080090070046606,"",C,Кислиця
18268,UA51000000000030770,UA51080000000061776,UA51080090000065506,UA51080090080026756,"",C,Комишівка
18269,UA51000000000030770,UA51080000000061776,UA51080090000065506,UA51080090090088629,"",C,Ларжанка
18270,UA51000000000030770,UA51080000000061776,UA51080090000065506,UA51080090100069577,"",C,Лощинівка
18271,UA51000000000030770,UA51080000000061776,UA51080090000065506,UA51080090110065091,"",C,Матроска
18272,UA51000000000030770,UA51080000000061776,UA51080090000065506,UA51080090120085873,"",C,Муравлівка
18273,UA51000000000030770,UA51080000000061776,UA51080090000065506,UA51080090130061500,"",C,Нова Некрасівка
18274,UA51000000000030770,UA51080000000061776,UA51080090000065506,UA51080090140080041,"",C,Новокаланчак
18275,UA51000000000030770,UA51080000000061776,UA51080090000065506,UA51080090150083457,"",C,Новокам’янка
18276,UA51000000000030770,UA51080000000061776,UA51080090000065506,UA51080090160066284,"",C,Озерне
18277,UA51000000000030770,UA51080000000061776,UA51080090000065506,UA51080090170063829,"",C,Першотравневе
18278,UA51000000000030770,UA51080000000061776,UA51080090000065506,UA51080090180017072,"",C,Стара Некрасівка
18279,UA51000000000030770,UA51080000000061776,UA51080090000065506,UA51080090190011844,"",C,Утконосівка
18280,UA51000000000030770,UA51080000000061776,UA51080110000079212,"","",H,Суворовська
18281,UA51000000000030770,UA51080000000061776,UA51080110000079212,UA51080110010083652,"",T,Суворове
18282,UA51000000000030770,UA51080000000061776,UA51080110000079212,UA51080110020033387,"",C,Кирнички
18283,UA51000000000030770,UA51080000000061776,UA51080110000079212,UA51080110030054751,"",C,Нова Покровка
18284,UA51000000000030770,UA51080000000061776,UA51080110000079212,UA51080110040067271,"",C,Острівне
18285,UA51000000000030770,UA51080000000061776,UA51080110000079212,UA51080110050074661,"",C,Приозерне
18286,UA51000000000030770,UA51080000000061776,UA51080110000079212,UA51080110060065329,"",C,Старі Трояни
18287,UA51000000000030770,UA51080000000061776,UA51080110000079212,UA51080110070062263,"",X,Дзинілор
18288,UA51000000000030770,UA51100000000095786,"","","",P,Одеський
18289,UA51000000000030770,UA51100000000095786,UA51100010000023950,"","",H,Авангардівська
18290,UA51000000000030770,UA51100000000095786,UA51100010000023950,UA51100010010083015,"",T,Авангард
18291,UA51000000000030770,UA51100000000095786,UA51100010000023950,UA51100010020083031,"",T,Хлібодарське
18292,UA51000000000030770,UA51100000000095786,UA51100010000023950,UA51100010030055934,"",C,Нова Долина
18293,UA51000000000030770,UA51100000000095786,UA51100010000023950,UA51100010040080110,"",C,Прилиманське
18294,UA51000000000030770,UA51100000000095786,UA51100010000023950,UA51100010050014385,"",X,Радісне
18295,UA51000000000030770,UA51100000000095786,UA51100030000027628,"","",H,Біляївська
18296,UA51000000000030770,UA51100000000095786,UA51100030000027628,UA51100030010096432,"",M,Біляївка
18297,UA51000000000030770,UA51100000000095786,UA51100030000027628,UA51100030020090464,"",C,Градениці
18298,UA51000000000030770,UA51100000000095786,UA51100030000027628,UA51100030030041593,"",C,Кагарлик
18299,UA51000000000030770,UA51100000000095786,UA51100030000027628,UA51100030040077482,"",C,Майори
18300,UA51000000000030770,UA51100000000095786,UA51100030000027628,UA51100030050076618,"",C,Мирне
18301,UA51000000000030770,UA51100000000095786,UA51100030000027628,UA51100030060072938,"",C,Повстанське
18302,UA51000000000030770,UA51100000000095786,UA51100030000027628,UA51100030070027938,"",C,Широка Балка
18303,UA51000000000030770,UA51100000000095786,UA51100050000066202,"","",H,Великодальницька
18304,UA51000000000030770,UA51100000000095786,UA51100050000066202,UA51100050010086336,"",C,Великий Дальник
18305,UA51000000000030770,UA51100000000095786,UA51100050000066202,UA51100050020036438,"",C,Петродолинське
18306,UA51000000000030770,UA51100000000095786,UA51100050000066202,UA51100050030013213,"",X,Розселенець
18307,UA51000000000030770,UA51100000000095786,UA51100070000063635,"","",H,Великодолинська
18308,UA51000000000030770,UA51100000000095786,UA51100070000063635,UA51100070010049456,"",T,Великодолинське
18309,UA51000000000030770,UA51100000000095786,UA51100070000063635,UA51100070020052654,"",C,Молодіжне
18310,UA51000000000030770,UA51100000000095786,UA51100090000094901,"","",H,Вигодянська
18311,UA51000000000030770,UA51100000000095786,UA51100090000094901,UA51100090010019613,"",C,Вигода
18312,UA51000000000030770,UA51100000000095786,UA51100090000094901,UA51100090020039204,"",C,Березань
18313,UA51000000000030770,UA51100000000095786,UA51100090000094901,UA51100090030062655,"",C,Важне
18314,UA51000000000030770,UA51100000000095786,UA51100090000094901,UA51100090040053654,"",C,Василівка
18315,UA51000000000030770,UA51100000000095786,UA51100090000094901,UA51100090050096195,"",C,Доброжанове
18316,UA51000000000030770,UA51100000000095786,UA51100090000094901,UA51100090060039100,"",C,Зоряне
18317,UA51000000000030770,UA51100000000095786,UA51100090000094901,UA51100090070097605,"",C,Кам’янка
18318,UA51000000000030770,UA51100000000095786,UA51100090000094901,UA51100090080022853,"",C,Курган
18319,UA51000000000030770,UA51100000000095786,UA51100090000094901,UA51100090090092700,"",C,Михайлівка
18320,UA51000000000030770,UA51100000000095786,UA51100090000094901,UA51100090100098354,"",C,Паліївка
18321,UA51000000000030770,UA51100000000095786,UA51100090000094901,UA51100090110055768,"",C,Петрове
18322,UA51000000000030770,UA51100000000095786,UA51100090000094901,UA51100090120089784,"",C,Секретарівка
18323,UA51000000000030770,UA51100000000095786,UA51100090000094901,UA51100090130068187,"",C,Сонячне
18324,UA51000000000030770,UA51100000000095786,UA51100090000094901,UA51100090140023172,"",C,Червона Гірка
18325,UA51000000000030770,UA51100000000095786,UA51100090000094901,UA51100090150028068,"",X,Дослідне
18326,UA51000000000030770,UA51100000000095786,UA51100110000098468,"","",H,Визирська
18327,UA51000000000030770,UA51100000000095786,UA51100110000098468,UA51100110010062502,"",C,Визирка
18328,UA51000000000030770,UA51100000000095786,UA51100110000098468,UA51100110020057956,"",C,Бутівка
18329,UA51000000000030770,UA51100000000095786,UA51100110000098468,UA51100110030081649,"",C,Воронівка
18330,UA51000000000030770,UA51100000000095786,UA51100110000098468,UA51100110040026346,"",C,Дмитрівка
18331,UA51000000000030770,UA51100000000095786,UA51100110000098468,UA51100110050083436,"",C,Зоря Труда
18332,UA51000000000030770,UA51100000000095786,UA51100110000098468,UA51100110060076300,"",C,Калинівка
18333,UA51000000000030770,UA51100000000095786,UA51100110000098468,UA51100110070036231,"",C,Кінне
18334,UA51000000000030770,UA51100000000095786,UA51100110000098468,UA51100110080056978,"",C,Кордон
18335,UA51000000000030770,UA51100000000095786,UA51100110000098468,UA51100110090085521,"",C,Любопіль
18336,UA51000000000030770,UA51100000000095786,UA51100110000098468,UA51100110100034524,"",C,Мар’янівка
18337,UA51000000000030770,UA51100000000095786,UA51100110000098468,UA51100110110031586,"",C,Міщанка
18338,UA51000000000030770,UA51100000000095786,UA51100110000098468,UA51100110120023076,"",C,Нова Вільшанка
18339,UA51000000000030770,UA51100000000095786,UA51100110000098468,UA51100110130015974,"",C,Першотравневе
18340,UA51000000000030770,UA51100000000095786,UA51100110000098468,UA51100110140080897,"",C,Порт
18341,UA51000000000030770,UA51100000000095786,UA51100110000098468,UA51100110150049237,"",C,Пшонянове
18342,UA51000000000030770,UA51100000000095786,UA51100110000098468,UA51100110160064556,"",C,Ранжеве
18343,UA51000000000030770,UA51100000000095786,UA51100110000098468,UA51100110170070153,"",C,Степанівка
18344,UA51000000000030770,UA51100000000095786,UA51100110000098468,UA51100110180081609,"",C,Тилігульське
18345,UA51000000000030770,UA51100000000095786,UA51100110000098468,UA51100110190017814,"",C,Широке
18346,UA51000000000030770,UA51100000000095786,UA51100130000021533,"","",H,Дальницька
18347,UA51000000000030770,UA51100000000095786,UA51100130000021533,UA51100130010045971,"",C,Дальник
18348,UA51000000000030770,UA51100000000095786,UA51100130000021533,UA51100130020079546,"",C,Барабой
18349,UA51000000000030770,UA51100000000095786,UA51100130000021533,UA51100130030059925,"",C,Грибівка
18350,UA51000000000030770,UA51100000000095786,UA51100130000021533,UA51100130040038185,"",C,Доброолександрівка
18351,UA51000000000030770,UA51100000000095786,UA51100130000021533,UA51100130050016076,"",C,Мар’янівка
18352,UA51000000000030770,UA51100000000095786,UA51100130000021533,UA51100130060035198,"",C,Новоградківка
18353,UA51000000000030770,UA51100000000095786,UA51100130000021533,UA51100130070060222,"",C,Роксолани
18354,UA51000000000030770,UA51100000000095786,UA51100130000021533,UA51100130080077392,"",C,Санжійка
18355,UA51000000000030770,UA51100000000095786,UA51100130000021533,UA51100130090067966,"",X,Богатирівка
18356,UA51000000000030770,UA51100000000095786,UA51100150000090671,"","",H,Дачненська
18357,UA51000000000030770,UA51100000000095786,UA51100150000090671,UA51100150010077639,"",C,Дачне
18358,UA51000000000030770,UA51100000000095786,UA51100150000090671,UA51100150020068854,"",C,Болгарка
18359,UA51000000000030770,UA51100000000095786,UA51100150000090671,UA51100150030033676,"",C,Єгорівка
18360,UA51000000000030770,UA51100000000095786,UA51100150000090671,UA51100150040058479,"",C,Єлизаветівка
18361,UA51000000000030770,UA51100000000095786,UA51100150000090671,UA51100150050074627,"",C,Мале
18362,UA51000000000030770,UA51100000000095786,UA51100150000090671,UA51100150060071306,"",C,Одрадове
18363,UA51000000000030770,UA51100000000095786,UA51100150000090671,UA51100150070048370,"",C,Хоминка
18364,UA51000000000030770,UA51100000000095786,UA51100150000090671,UA51100150080059530,"",С,Світлогірське
18365,UA51000000000030770,UA51100000000095786,UA51100170000087238,"","",H,Доброславська
18366,UA51000000000030770,UA51100000000095786,UA51100170000087238,UA51100170010032070,"",T,Доброслав
18367,UA51000000000030770,UA51100000000095786,UA51100170000087238,UA51100170020053571,"",C,Благодатне
18368,UA51000000000030770,UA51100000000095786,UA51100170000087238,UA51100170030058232,"",C,Великі Ламзаки
18369,UA51000000000030770,UA51100000000095786,UA51100170000087238,UA51100170040017390,"",C,Вовківське
18370,UA51000000000030770,UA51100000000095786,UA51100170000087238,UA51100170050063165,"",C,Зоринове
18371,UA51000000000030770,UA51100000000095786,UA51100170000087238,UA51100170060057974,"",C,Касяни
18372,UA51000000000030770,UA51100000000095786,UA51100170000087238,UA51100170070094170,"",C,Кремидівка
18373,UA51000000000030770,UA51100000000095786,UA51100170000087238,UA51100170080021280,"",C,Нове
18374,UA51000000000030770,UA51100000000095786,UA51100170000087238,UA51100170090022711,"",C,Ониськове
18375,UA51000000000030770,UA51100000000095786,UA51100170000087238,UA51100170100064509,"",C,Ставки
18376,UA51000000000030770,UA51100000000095786,UA51100170000087238,UA51100170110092903,"",C,Старі Шомполи
18377,UA51000000000030770,UA51100000000095786,UA51100170000087238,UA51100170120013189,"",C,Трояндове
18378,UA51000000000030770,UA51100000000095786,UA51100170000087238,UA51100170130067278,"",C,Улянівка
18379,UA51000000000030770,UA51100000000095786,UA51100170000087238,UA51100170140067821,"",C,Христо-Ботеве
18380,UA51000000000030770,UA51100000000095786,UA51100170000087238,UA51100170150041942,"",C,Шевченкове-Кут
18381,UA51000000000030770,UA51100000000095786,UA51100170000087238,UA51100170160035810,"",C,Якова
18382,UA51000000000030770,UA51100000000095786,UA51100170000087238,UA51100170170055168,"",X,Степове
18383,UA51000000000030770,UA51100000000095786,UA51100190000060999,"","",H,Красносільська
18384,UA51000000000030770,UA51100000000095786,UA51100190000060999,UA51100190010062182,"",C,Красносілка
18385,UA51000000000030770,UA51100000000095786,UA51100190000060999,UA51100190020045740,"",C,Букачі
18386,UA51000000000030770,UA51100000000095786,UA51100190000060999,UA51100190030045138,"",C,Василівка
18387,UA51000000000030770,UA51100000000095786,UA51100190000060999,UA51100190040031541,"",C,Іванове
18388,UA51000000000030770,UA51100000000095786,UA51100190000060999,UA51100190050067704,"",C,Ілічанка
18389,UA51000000000030770,UA51100000000095786,UA51100190000060999,UA51100190060090479,"",C,Корсунці
18390,UA51000000000030770,UA51100000000095786,UA51100190000060999,UA51100190070077259,"",C,Кубанка
18391,UA51000000000030770,UA51100000000095786,UA51100190000060999,UA51100190080069192,"",C,Лізинка
18392,UA51000000000030770,UA51100000000095786,UA51100190000060999,UA51100190090047006,"",C,Нові Шомполи
18393,UA51000000000030770,UA51100000000095786,UA51100190000060999,UA51100190100038994,"",C,Новокубанка
18394,UA51000000000030770,UA51100000000095786,UA51100190000060999,UA51100190110055428,"",C,Павлинка
18395,UA51000000000030770,UA51100000000095786,UA51100190000060999,UA51100190120021525,"",C,Переможне
18396,UA51000000000030770,UA51100000000095786,UA51100190000060999,UA51100190130052445,"",C,Созонівка
18397,UA51000000000030770,UA51100000000095786,UA51100190000060999,UA51100190140047210,"",C,Шаманівка
18398,UA51000000000030770,UA51100000000095786,UA51100210000074534,"","",H,Маяківська
18399,UA51000000000030770,UA51100000000095786,UA51100210000074534,UA51100210010011388,"",C,Маяки
18400,UA51000000000030770,UA51100000000095786,UA51100210000074534,UA51100210020099326,"",C,Йосипівка
18401,UA51000000000030770,UA51100000000095786,UA51100210000074534,UA51100210030053758,"",C,Лібенталь
19799,UA53000000000028050,UA53060000000045271,UA53060090000098426,"","",H,Гадяцька
18402,UA51000000000030770,UA51100000000095786,UA51100210000074534,UA51100210040083174,"",C,Надлиманське
18403,UA51000000000030770,UA51100000000095786,UA51100210000074534,UA51100210050024818,"",C,Удобне
18404,UA51000000000030770,UA51100000000095786,UA51100230000045500,"","",H,Нерубайська
18405,UA51000000000030770,UA51100000000095786,UA51100230000045500,UA51100230010045417,"",C,Нерубайське
18406,UA51000000000030770,UA51100000000095786,UA51100230000045500,UA51100230020055744,"",C,Алтестове
18407,UA51000000000030770,UA51100000000095786,UA51100230000045500,UA51100230030074219,"",C,Велика Балка
18408,UA51000000000030770,UA51100000000095786,UA51100230000045500,UA51100230040034735,"",C,Холодна Балка
18409,UA51000000000030770,UA51100000000095786,UA51100230000045500,UA51100230050026975,"",X,Усатове
18410,UA51000000000030770,UA51100000000095786,UA51100250000055079,"","",H,Овідіопольська
18411,UA51000000000030770,UA51100000000095786,UA51100250000055079,UA51100250010074682,"",T,Овідіополь
18412,UA51000000000030770,UA51100000000095786,UA51100250000055079,UA51100250020028512,"",C,Калаглія
18413,UA51000000000030770,UA51100000000095786,UA51100250000055079,UA51100250030087249,"",C,Миколаївка
18414,UA51000000000030770,UA51100000000095786,UA51100270000073549,"","",H,Одеська
18415,UA51000000000030770,UA51100000000095786,UA51100270000073549,UA51100270010076757,"",M,Одеса
18416,UA51000000000030770,UA51100000000095786,UA51100270000073549,UA51100270010076757,UA51100270010196805,B,Київський
18417,UA51000000000030770,UA51100000000095786,UA51100270000073549,UA51100270010076757,UA51100270010275193,B,Малиновський
18418,UA51000000000030770,UA51100000000095786,UA51100270000073549,UA51100270010076757,UA51100270010320268,B,Приморський
18419,UA51000000000030770,UA51100000000095786,UA51100270000073549,UA51100270010076757,UA51100270010413116,B,Суворовський
18420,UA51000000000030770,UA51100000000095786,UA51100290000027993,"","",H,Таїровська
18421,UA51000000000030770,UA51100000000095786,UA51100290000027993,UA51100290010095530,"",T,Таїрове
18422,UA51000000000030770,UA51100000000095786,UA51100290000027993,UA51100290020022963,"",C,Балка
18423,UA51000000000030770,UA51100000000095786,UA51100290000027993,UA51100290030015330,"",C,Лиманка
18424,UA51000000000030770,UA51100000000095786,UA51100290000027993,UA51100290040016733,"",C,Сухий Лиман
18425,UA51000000000030770,UA51100000000095786,UA51100310000010196,"","",H,Теплодарська
18426,UA51000000000030770,UA51100000000095786,UA51100310000010196,UA51100310010094687,"",M,Теплодар
18427,UA51000000000030770,UA51100000000095786,UA51100330000051757,"","",H,Усатівська
18428,UA51000000000030770,UA51100000000095786,UA51100330000051757,UA51100330010025010,"",C,Усатове
18429,UA51000000000030770,UA51100000000095786,UA51100330000051757,UA51100330020016223,"",C,Августівка
18430,UA51000000000030770,UA51100000000095786,UA51100330000051757,UA51100330030041179,"",C,Берегове
18431,UA51000000000030770,UA51100000000095786,UA51100330000051757,UA51100330040038162,"",C,Іллінка
18432,UA51000000000030770,UA51100000000095786,UA51100330000051757,UA51100330050057329,"",C,Ковалівка
18433,UA51000000000030770,UA51100000000095786,UA51100330000051757,UA51100330060062893,"",C,Латівка
18434,UA51000000000030770,UA51100000000095786,UA51100330000051757,UA51100330070063600,"",C,Маринівка
18435,UA51000000000030770,UA51100000000095786,UA51100330000051757,UA51100330080042806,"",C,Нова Еметівка
18436,UA51000000000030770,UA51100000000095786,UA51100330000051757,UA51100330090086214,"",C,Протопопівка
18437,UA51000000000030770,UA51100000000095786,UA51100330000051757,UA51100330100067081,"",C,Стара Еметівка
18438,UA51000000000030770,UA51100000000095786,UA51100330000051757,UA51100330110082641,"",C,Тихе
18439,UA51000000000030770,UA51100000000095786,UA51100330000051757,UA51100330120068363,"",C,Черевичне
18440,UA51000000000030770,UA51100000000095786,UA51100330000051757,UA51100330130034299,"",C,Чоботарівка
18441,UA51000000000030770,UA51100000000095786,UA51100330000051757,UA51100330140050695,"",X,Набережне
18442,UA51000000000030770,UA51100000000095786,UA51100330000051757,UA51100330150072415,"",X,Нова Ковалівка
18444,UA51000000000030770,UA51100000000095786,UA51100350000087099,UA51100350010073678,"",C,Фонтанка
18445,UA51000000000030770,UA51100000000095786,UA51100350000087099,UA51100350020079519,"",C,Вапнярка
18446,UA51000000000030770,UA51100000000095786,UA51100350000087099,UA51100350030037434,"",C,Крижанівка
18447,UA51000000000030770,UA51100000000095786,UA51100350000087099,UA51100350040059381,"",C,Нова Дофінівка
18448,UA51000000000030770,UA51100000000095786,UA51100350000087099,UA51100350050081450,"",C,Олександрівка
